id,user_id,created_by_name,updated_at,created_at,active,type,event_id,event_at
2029,960,Joseph Harris,2023-10-23 23:16:05,2023-10-23 23:16:05,True,card,04154180-29f7-4538-8b12-6e832d3d28f7,2023-10-23 23:16:05
67,540,Brandon Glenn,2023-10-23 23:09:16,2023-10-23 23:09:06,False,card,7bf7a91f-850f-4627-adb9-80d1748529b9,2023-10-23 23:09:16
771,2,Desiree Hancock,2023-10-23 23:11:42,2023-10-23 23:11:42,False,card,3b94988b-4b96-4a15-9844-eb6aced2fb0c,2023-10-23 23:11:42
1617,463,Scott Moore,2023-10-23 23:18:53,2023-10-23 23:14:40,False,card,6b804cb0-7e10-4157-991d-37ac0ac83f26,2023-10-23 23:18:53
218,585,Alejandro Burke,2023-10-23 23:23:32,2023-10-23 23:09:39,False,card,4019edcf-0521-430e-9b54-4f90398cc844,2023-10-23 23:23:32
2437,506,Cameron Huynh,2023-10-23 23:17:35,2023-10-23 23:17:35,True,card,cd8f6821-de3e-482d-8617-6d83fddab081,2023-10-23 23:17:35
55,617,Beth White,2023-10-23 23:09:03,2023-10-23 23:09:03,False,card,6434dabd-d63f-4739-bd2e-1542a741a133,2023-10-23 23:09:03
1801,19,Ian Rice,2023-10-23 23:15:17,2023-10-23 23:15:17,True,card,3e80ba73-f43b-4979-85d5-25b08313ae38,2023-10-23 23:15:17
2156,,Antonio Jackson,2023-10-23 23:16:34,2023-10-23 23:16:34,False,card,b48d0f2b-7f74-4067-af31-076f11fcc0e6,2023-10-23 23:16:34
1199,,Harold Henderson,2023-10-23 23:13:11,2023-10-23 23:13:11,False,card,c9a70420-537f-41c9-85b7-1553847a6f33,2023-10-23 23:13:11
1665,54,Edward Brown,2023-10-23 23:17:12,2023-10-23 23:14:49,False,card,f0e6b825-b4e2-4a45-8ae8-905bf80feb2a,2023-10-23 23:17:12
2643,417,Laurie Hernandez,2023-10-23 23:18:21,2023-10-23 23:18:21,False,card,d4074699-60bb-4200-9073-7814e7037384,2023-10-23 23:18:21
4530,38,Jason Ellis MD,2023-10-23 23:25:04,2023-10-23 23:25:04,False,card,c4c52357-5003-41e9-8e67-6d1cedfd3f95,2023-10-23 23:25:04
455,26,Lisa Wilson,2023-10-23 23:13:16,2023-10-23 23:10:30,True,card,3d06ffa5-64a0-4134-a9ac-66a0f93e4e44,2023-10-23 23:13:16
3169,,Brandon Maxwell,2023-10-23 23:20:30,2023-10-23 23:20:14,False,card,915b7f12-5b93-4a20-97b3-276c21ff4bfb,2023-10-23 23:20:30
2087,20,Samantha Parker,2023-10-23 23:22:12,2023-10-23 23:16:21,True,card,160f712d-42fa-46cf-a2bd-c58d5e8bbe8f,2023-10-23 23:22:12
5278,408,Lauren Miller,2023-10-23 23:27:45,2023-10-23 23:27:45,True,card,5831603d-dadc-4299-8897-2df8dd4d108f,2023-10-23 23:27:45
5445,360,Jeffery Wallace,2023-10-23 23:28:26,2023-10-23 23:28:26,False,card,e28f565a-1874-499d-b27a-7a1f0368add2,2023-10-23 23:28:26
4120,354,Courtney Turner,2023-10-23 23:23:39,2023-10-23 23:23:39,True,card,9054079f-2610-41f2-a6ea-4cae6cbfc249,2023-10-23 23:23:39
126,896,Anthony Bowen,2023-10-23 23:16:21,2023-10-23 23:09:18,False,card,7c92509c-963a-4cd6-9e2b-36f3ff74f1ff,2023-10-23 23:16:21
4415,843,William Long,2023-10-23 23:24:39,2023-10-23 23:24:39,True,card,0616fbdf-c368-48a7-bb13-f66140b32ef7,2023-10-23 23:24:39
665,651,Richard Williams,2023-10-23 23:19:57,2023-10-23 23:11:16,False,card,cd10d0cc-f05a-4228-90c8-9677314bf26a,2023-10-23 23:19:57
1351,,Brett Tran,2023-10-23 23:13:42,2023-10-23 23:13:42,True,card,9f7f32a4-0901-41f1-bcee-8085c6a59f49,2023-10-23 23:13:42
2676,,Tiffany Osborn,2023-10-23 23:18:30,2023-10-23 23:18:30,False,card,0f347c59-2c93-49d1-b2fd-72763148e66a,2023-10-23 23:18:30
3035,488,Sharon Taylor,2023-10-23 23:19:46,2023-10-23 23:19:46,False,card,3be0a972-d0f5-4a10-902c-f5c15258264d,2023-10-23 23:19:46
2802,448,Matthew Mckinney,2023-10-23 23:20:44,2023-10-23 23:18:55,False,card,3fc6f10f-a2da-4c4a-a22f-b531feb52c5a,2023-10-23 23:20:44
5875,771,Nancy Kim,2023-10-23 23:30:02,2023-10-23 23:30:02,True,card,b6ed6162-0015-4eaf-90a5-306a6b6f8753,2023-10-23 23:30:02
158,634,Allison Oliver,2023-10-23 23:12:31,2023-10-23 23:09:26,False,card,6e51d706-8186-4a11-a784-d10f2f2cffd1,2023-10-23 23:12:31
168,640,Robert Ryan,2023-10-23 23:09:28,2023-10-23 23:09:28,True,card,eb82b448-7ed3-48de-9aeb-f54949276862,2023-10-23 23:09:28
3999,515,Sophia Williamson,2023-10-23 23:23:11,2023-10-23 23:23:11,True,card,e1704945-7ada-4ea0-b2a8-939330701b19,2023-10-23 23:23:11
3840,861,Betty Ward,2023-10-23 23:22:37,2023-10-23 23:22:37,False,card,048c97e1-207c-4618-b3ef-8a0276031407,2023-10-23 23:22:37
3358,855,Brian Foster,2023-10-23 23:20:57,2023-10-23 23:20:57,False,card,d042f175-a9c4-4b69-9ea5-1984fe5c1f09,2023-10-23 23:20:57
1964,891,Michael Ponce,2023-10-23 23:17:28,2023-10-23 23:15:49,True,card,c76325cc-8fc3-43e6-9915-d0a9f0ae7ff9,2023-10-23 23:17:28
755,429,Kelsey Bell,2023-10-23 23:23:00,2023-10-23 23:11:39,True,card,d98147b7-e794-476f-b543-3586ad48fb2e,2023-10-23 23:23:00
2169,553,Donna Beltran,2023-10-23 23:27:57,2023-10-23 23:16:38,True,card,17d2fb48-fc47-478b-a91e-77f4e7f2bb35,2023-10-23 23:27:57
472,79,Crystal Schroeder,2023-10-23 23:16:52,2023-10-23 23:10:33,True,card,0248f9bd-888c-4eb0-b69d-b04e7b57cb22,2023-10-23 23:16:52
1521,32,Scott Winters,2023-10-23 23:19:50,2023-10-23 23:14:18,False,card,95acbc06-952e-4805-86bf-e8106a98ab96,2023-10-23 23:19:50
1851,745,Grant Smith,2023-10-23 23:15:27,2023-10-23 23:15:27,True,card,846d9902-cd07-4a3f-9272-2a7c8c5a03d0,2023-10-23 23:15:27
2197,618,Frederick Fox,2023-10-23 23:16:44,2023-10-23 23:16:44,True,card,58f3b472-68e0-4747-b318-f017f317eae8,2023-10-23 23:16:44
5718,699,Jerome Sanchez,2023-10-23 23:29:26,2023-10-23 23:29:26,True,card,e9a837ad-7b0f-40c2-b50f-9fc016c47543,2023-10-23 23:29:26
2377,595,David Bowman,2023-10-23 23:17:22,2023-10-23 23:17:22,False,card,212e1c59-84f7-4fc9-815a-52b0dfdfc596,2023-10-23 23:17:22
5456,,John Houston,2023-10-23 23:28:29,2023-10-23 23:28:29,True,card,07e8ca3b-fb6b-4d4a-ad94-ba205544f4f2,2023-10-23 23:28:29
4686,331,Frederick Benton,2023-10-23 23:25:34,2023-10-23 23:25:34,True,card,2d105bd7-cbf9-4280-b084-fabe8a3aed96,2023-10-23 23:25:34
1737,443,Lauren Middleton,2023-10-23 23:15:06,2023-10-23 23:15:06,False,card,b094fed0-60f6-45f6-a153-e228ff8ef68d,2023-10-23 23:15:06
3178,838,Craig Santos,2023-10-23 23:20:17,2023-10-23 23:20:17,True,card,9f9c0f41-d943-4e88-8703-23af860a97af,2023-10-23 23:20:17
3828,249,Daisy Patton,2023-10-23 23:27:46,2023-10-23 23:22:35,False,card,2d3b48e8-11c1-4cd5-b34b-f940ddd5251c,2023-10-23 23:27:46
433,329,Jorge Hernandez,2023-10-23 23:21:56,2023-10-23 23:10:25,True,card,09d0fdee-d251-459c-8543-fb8f56476585,2023-10-23 23:21:56
2059,,Carrie Flores,2023-10-23 23:17:09,2023-10-23 23:16:12,True,card,2511cac5-bf4b-46a2-b9c9-a4666a81b7e8,2023-10-23 23:17:09
2308,,Brenda Reed,2023-10-23 23:27:45,2023-10-23 23:17:07,False,card,b7f8c227-a101-46e3-b088-e4ea4ef20ca9,2023-10-23 23:27:45
4209,345,Dean Adams,2023-10-23 23:24:02,2023-10-23 23:23:57,True,card,f051feb5-05d9-41ff-9f77-e39705de8f53,2023-10-23 23:24:02
3012,885,James Rogers,2023-10-23 23:25:13,2023-10-23 23:19:41,False,card,6765c857-ba10-45a7-bb84-fc80ad508937,2023-10-23 23:25:13
5155,405,Wendy Bean,2023-10-23 23:27:12,2023-10-23 23:27:12,False,card,da007ba0-21c5-4630-b81e-cae2a919922c,2023-10-23 23:27:12
3009,969,Scott Price,2023-10-23 23:24:09,2023-10-23 23:19:41,True,card,77d4aacd-61cc-41ec-9201-fa71a2565bed,2023-10-23 23:24:09
1562,505,Donald Cabrera,2023-10-23 23:14:27,2023-10-23 23:14:27,True,card,495b1bd3-ae27-4a41-bafa-14bf86cebf3e,2023-10-23 23:14:27
3193,177,Cynthia Barry,2023-10-23 23:20:23,2023-10-23 23:20:23,False,card,b47761f2-ab2b-4b33-ad42-71419f0ab087,2023-10-23 23:20:23
2421,396,Kristen Patterson,2023-10-23 23:17:32,2023-10-23 23:17:32,False,card,11dee039-fece-49b4-8d2e-ada0971df219,2023-10-23 23:17:32
1403,809,Johnny Gilbert,2023-10-23 23:16:00,2023-10-23 23:13:53,True,card,9d7c3061-f2a4-4589-8851-68f9a3afb488,2023-10-23 23:16:00
1103,236,Jeanne Goodman,2023-10-23 23:14:43,2023-10-23 23:12:51,True,card,11297e16-1707-4b7b-a905-8534d317edb7,2023-10-23 23:14:43
858,638,Matthew Webb,2023-10-23 23:18:11,2023-10-23 23:12:02,False,card,3a931aca-0950-406c-9fcf-7565d98d9218,2023-10-23 23:18:11
558,603,Timothy Hoffman,2023-10-23 23:18:41,2023-10-23 23:10:54,False,card,4ed8db58-8ae1-4a13-85fe-a1a7e2d8fcb3,2023-10-23 23:18:41
4578,642,Gregory Gomez,2023-10-23 23:25:11,2023-10-23 23:25:11,True,card,3d120033-0a82-4c4a-8ff7-953a68074d6a,2023-10-23 23:25:11
1846,642,Lisa Romero,2023-10-23 23:16:08,2023-10-23 23:15:26,True,card,458ad5eb-b2a0-40c3-9e5d-020812958759,2023-10-23 23:16:08
163,514,Teresa Clay,2023-10-23 23:19:11,2023-10-23 23:09:26,False,card,ec5482f9-9243-4886-b392-f417b7f777d3,2023-10-23 23:19:11
3863,698,Lisa Grimes,2023-10-23 23:22:43,2023-10-23 23:22:43,False,card,ef999969-f90e-4af6-ab33-13fb42806678,2023-10-23 23:22:43
2016,432,Angel Zimmerman,2023-10-23 23:28:48,2023-10-23 23:16:02,False,card,1e219eb3-03e5-409e-9921-8e267b2a8e10,2023-10-23 23:28:48
827,451,Nicholas Harrell,2023-10-23 23:13:36,2023-10-23 23:11:56,False,card,ef3b50a5-de13-4d59-885d-2fead96a43e4,2023-10-23 23:13:36
444,507,Andrea Casey,2023-10-23 23:15:22,2023-10-23 23:10:27,False,card,e68fd7aa-b342-47d8-8cf1-8976f7b4a1da,2023-10-23 23:15:22
3737,974,Charlotte Love,2023-10-23 23:25:24,2023-10-23 23:22:19,False,card,3210e3b5-cdad-4788-a214-9d8ce3b5f1ec,2023-10-23 23:25:24
3339,704,Felicia Scott,2023-10-23 23:28:47,2023-10-23 23:20:53,False,card,0c33c21f-d7a2-4cfa-ad0b-bee10b4943a8,2023-10-23 23:28:47
2579,713,Angela Avery,2023-10-23 23:18:07,2023-10-23 23:18:07,False,card,6b905b21-1218-4a6a-b727-97a18fc12cc1,2023-10-23 23:18:07
3780,979,Pamela Nunez,2023-10-23 23:22:26,2023-10-23 23:22:26,True,card,32627999-32e3-4d90-8781-a1c098e2130c,2023-10-23 23:22:26
504,902,Megan Mcclure,2023-10-23 23:10:40,2023-10-23 23:10:40,True,card,2894ea09-0aa0-47d8-8793-3e536a788101,2023-10-23 23:10:40
5584,656,Blake Rivera,2023-10-23 23:28:57,2023-10-23 23:28:57,True,card,30e11bfc-dba4-4fa8-a6e3-f78b42bde7c3,2023-10-23 23:28:57
4635,842,Michael Hale,2023-10-23 23:25:24,2023-10-23 23:25:24,False,card,d975d325-92bd-4cf7-bf8f-8767c7eb4515,2023-10-23 23:25:24
84,184,Joseph Weeks,2023-10-23 23:09:14,2023-10-23 23:09:10,True,card,492a2131-258e-4470-81e7-a04ce6c713f5,2023-10-23 23:09:14
168,640,Robert Ryan,2023-10-23 23:26:34,2023-10-23 23:09:28,False,card,b1ac6bff-5f87-48a4-8803-45d0cd8de8b7,2023-10-23 23:26:34
3373,,Natalie Stanley,2023-10-23 23:21:00,2023-10-23 23:21:00,False,card,4f66b2d8-abfc-435d-8941-914e9a059db6,2023-10-23 23:21:00
5108,14,Charles Tran,2023-10-23 23:27:01,2023-10-23 23:27:01,False,card,b7687122-3548-4a9c-950e-8c77df4a3e8f,2023-10-23 23:27:01
308,90,Nicole George,2023-10-23 23:10:55,2023-10-23 23:09:57,True,card,eb4d98c8-0478-49fb-8412-45b929d8017b,2023-10-23 23:10:55
128,638,William Watkins,2023-10-23 23:10:52,2023-10-23 23:09:19,False,card,5834e357-f9ff-4203-8816-77ae80035e9e,2023-10-23 23:10:52
2084,453,Justin Morgan,2023-10-23 23:17:34,2023-10-23 23:16:19,True,card,52fa833b-8461-4be4-a837-f9674cb6ffca,2023-10-23 23:17:34
3779,879,Joshua Walker,2023-10-23 23:22:26,2023-10-23 23:22:26,False,card,0524e22a-cf0a-45cc-a01f-71388c621d05,2023-10-23 23:22:26
4624,874,Courtney Ramirez,2023-10-23 23:25:22,2023-10-23 23:25:22,False,card,61cec952-52c3-4bec-8ce5-b08509730f1b,2023-10-23 23:25:22
5854,518,Ashlee Curry,2023-10-23 23:29:56,2023-10-23 23:29:56,True,card,5e727cf7-e9cf-4b13-916e-4b054d79e1b2,2023-10-23 23:29:56
2803,171,Amber Acosta,2023-10-23 23:25:27,2023-10-23 23:18:55,True,card,faea3bd4-43d6-42ec-af19-27e5e5ea818f,2023-10-23 23:25:27
210,732,Summer Kelly,2023-10-23 23:17:35,2023-10-23 23:09:37,True,card,d4a0bd86-dab0-4dbc-8262-0afbd1b2eada,2023-10-23 23:17:35
325,60,Vanessa Stout,2023-10-23 23:16:32,2023-10-23 23:10:00,False,card,67b81a76-e93d-4346-912d-64047596291f,2023-10-23 23:16:32
807,398,Ricardo Stephens,2023-10-23 23:12:33,2023-10-23 23:11:51,False,card,69509003-3632-4e48-bd12-7098f58df261,2023-10-23 23:12:33
2381,128,Melissa Francis,2023-10-23 23:19:28,2023-10-23 23:17:24,False,card,111e20fe-67a7-478d-bd5c-527a1198870e,2023-10-23 23:19:28
2216,797,John Patel,2023-10-23 23:30:11,2023-10-23 23:16:48,False,card,feaad26f-6e90-49cf-9005-8fb06a8049b2,2023-10-23 23:30:11
1536,45,Kimberly Scott,2023-10-23 23:14:21,2023-10-23 23:14:21,False,card,bab40099-b724-4551-b887-8dc0a7ca0d97,2023-10-23 23:14:21
3450,839,Renee Wood,2023-10-23 23:21:18,2023-10-23 23:21:18,False,card,d54a0161-4826-4f1d-98c8-0fc5df43b20e,2023-10-23 23:21:18
2369,,Lindsay Maddox,2023-10-23 23:29:07,2023-10-23 23:17:21,True,card,2c6d0425-a640-4c3d-932d-64ff759d7377,2023-10-23 23:29:07
1497,141,Brandy Bates,2023-10-23 23:17:34,2023-10-23 23:14:13,False,card,df48fc8e-a41d-48dc-ab2b-fdc1d088986a,2023-10-23 23:17:34
2192,546,William Gomez,2023-10-23 23:27:08,2023-10-23 23:16:44,True,card,eb00abc7-a268-40ab-bc82-29ea0a960c81,2023-10-23 23:27:08
148,87,Nancy Flores,2023-10-23 23:15:16,2023-10-23 23:09:23,True,card,9e21a596-5ceb-4cfa-87b9-98e999fe3c9c,2023-10-23 23:15:16
196,784,Kevin Simmons,2023-10-23 23:15:05,2023-10-23 23:09:34,False,card,0e5f5b8b-13ef-4d48-9e01-8c93de9db937,2023-10-23 23:15:05
2622,155,Brooke Brown,2023-10-23 23:18:17,2023-10-23 23:18:17,False,card,93827b2b-ef7d-47e5-a752-8ed648f08541,2023-10-23 23:18:17
1228,429,David Sanchez,2023-10-23 23:16:02,2023-10-23 23:13:16,True,card,92fbfbad-b591-4c5f-848e-fc3c55e2ce15,2023-10-23 23:16:02
4240,653,Cindy Rodriguez,2023-10-23 23:24:04,2023-10-23 23:24:04,True,card,4275f336-fb14-45ef-8870-622255adb635,2023-10-23 23:24:04
303,235,Victoria Thomas,2023-10-23 23:14:01,2023-10-23 23:09:56,True,card,00101c06-31ac-452a-b3ab-973bf1456869,2023-10-23 23:14:01
20,676,Jenna Parker,2023-10-23 23:09:04,2023-10-23 23:08:55,True,card,c3112ce8-96a0-440c-b95f-178310769f92,2023-10-23 23:09:04
2659,229,Anthony Mayer,2023-10-23 23:19:12,2023-10-23 23:18:25,False,card,87593284-aa04-4926-9eef-8fd367750a87,2023-10-23 23:19:12
4117,452,John Ross,2023-10-23 23:23:39,2023-10-23 23:23:39,True,card,96b0f918-1181-4230-8382-5aa34b5f96e2,2023-10-23 23:23:39
2045,497,Jennifer Mckenzie,2023-10-23 23:16:10,2023-10-23 23:16:10,False,card,0bce0c8a-563a-4924-a169-23bada72e38b,2023-10-23 23:16:10
158,634,Allison Oliver,2023-10-23 23:09:26,2023-10-23 23:09:26,False,card,1b9265f1-051c-4cc1-843d-eae24364f03b,2023-10-23 23:09:26
1390,373,Steven Arroyo,2023-10-23 23:24:52,2023-10-23 23:13:50,False,card,904a7899-3def-4287-b769-d9f72819b020,2023-10-23 23:24:52
981,408,Dr. Amanda Mccullough MD,2023-10-23 23:21:13,2023-10-23 23:12:28,True,card,d80a3ed9-4f7e-41aa-8d12-d99609f44c9f,2023-10-23 23:21:13
1644,611,Christy Kennedy,2023-10-23 23:25:09,2023-10-23 23:14:46,True,card,0f6137eb-a73d-44d9-8de9-3c4e5b92a8bd,2023-10-23 23:25:09
593,813,Adam Lucero,2023-10-23 23:10:59,2023-10-23 23:10:59,False,card,166f8b76-0c69-442a-8057-dc34792990df,2023-10-23 23:10:59
1329,,Bonnie Powell,2023-10-23 23:17:24,2023-10-23 23:13:37,False,card,a3cd882a-ca68-434e-90d5-2ce8652eacb8,2023-10-23 23:17:24
1812,893,Amber Wolfe,2023-10-23 23:24:02,2023-10-23 23:15:20,True,card,3e2f6a5f-c106-496a-9f7a-851ff0bea5e5,2023-10-23 23:24:02
1258,710,Heather Nelson,2023-10-23 23:20:29,2023-10-23 23:13:22,True,card,c2346ea0-08e4-456e-a6e0-76dff5576be6,2023-10-23 23:20:29
1595,523,Samantha Case,2023-10-23 23:23:40,2023-10-23 23:14:34,False,card,ff7a4327-4f3f-4ac6-9e4c-d2a6bbbfceec,2023-10-23 23:23:40
1789,747,Sara Moreno,2023-10-23 23:15:15,2023-10-23 23:15:15,True,card,5d1c4576-e66d-4f48-a1b1-c2bea1e8702f,2023-10-23 23:15:15
3064,,Jennifer Bennett,2023-10-23 23:19:53,2023-10-23 23:19:53,True,card,43d79953-6223-4bd3-9c4d-840dd6a86404,2023-10-23 23:19:53
5525,155,Karla Henry,2023-10-23 23:28:43,2023-10-23 23:28:43,True,card,0a9311d0-ae36-4f4d-9996-d906de27d864,2023-10-23 23:28:43
284,277,Richard Morales,2023-10-23 23:12:21,2023-10-23 23:09:53,False,card,33d927ec-d1e7-4e70-8e95-7431014944e3,2023-10-23 23:12:21
303,235,Victoria Thomas,2023-10-23 23:27:39,2023-10-23 23:09:56,False,card,e6b386f0-9264-4adf-bfda-82f5b54e053c,2023-10-23 23:27:39
2735,255,Kathryn Rodriguez,2023-10-23 23:21:26,2023-10-23 23:18:41,True,card,88252623-6553-4f7a-bc1f-cff2acba6f50,2023-10-23 23:21:26
5610,,James Griffin,2023-10-23 23:29:03,2023-10-23 23:29:03,False,card,2b902364-3708-46d6-b598-79426cc6fffd,2023-10-23 23:29:03
5407,131,Beverly Bond,2023-10-23 23:28:14,2023-10-23 23:28:14,True,card,6924283f-5508-4b56-99ed-c2cc8decc2de,2023-10-23 23:28:14
473,83,Sierra Lopez,2023-10-23 23:12:39,2023-10-23 23:10:33,False,card,afdc4cb9-7304-477f-8815-400ac6ee2d9f,2023-10-23 23:12:39
4907,,Tammy Frost,2023-10-23 23:26:17,2023-10-23 23:26:17,True,card,1a752b63-deeb-45a2-996a-1f3c1569162f,2023-10-23 23:26:17
3440,394,Steven Wolf,2023-10-23 23:21:16,2023-10-23 23:21:16,False,card,a4934602-1f96-4b0d-a82f-2d05bd3d1bac,2023-10-23 23:21:16
5246,82,Miguel Gillespie,2023-10-23 23:27:37,2023-10-23 23:27:37,True,card,7cbe4e93-931e-47ce-8f5f-c8bde3fcdcd6,2023-10-23 23:27:37
5306,3,Scott Dodson,2023-10-23 23:27:51,2023-10-23 23:27:51,False,card,4105a1e2-70b1-41ba-831a-b73e15b9795a,2023-10-23 23:27:51
2482,657,Adam Huff,2023-10-23 23:17:47,2023-10-23 23:17:47,False,card,ee4116cd-887e-4508-ba7d-5f39cf758a01,2023-10-23 23:17:47
2551,269,Doris Holmes,2023-10-23 23:17:59,2023-10-23 23:17:59,True,card,14a7ad87-8d3a-40f2-99bf-70c4d5d98c6c,2023-10-23 23:17:59
2561,,Aaron Maldonado,2023-10-23 23:18:02,2023-10-23 23:18:02,False,card,26d26dd3-36ad-4d1d-bfb5-6e257721e285,2023-10-23 23:18:02
1764,,Gary Williams,2023-10-23 23:15:14,2023-10-23 23:15:11,True,card,1d8c71c8-91b9-4933-b8ca-6ae6ad896996,2023-10-23 23:15:14
5999,929,Jeremy Berger,2023-10-23 23:30:32,2023-10-23 23:30:32,True,card,0759e224-ccd7-4b80-9796-f8a37a73d1d4,2023-10-23 23:30:32
240,389,Alisha Crawford,2023-10-23 23:09:43,2023-10-23 23:09:43,False,card,70be7652-77e9-47d6-8133-1b49d27db93e,2023-10-23 23:09:43
795,644,Jennifer Bradford,2023-10-23 23:16:17,2023-10-23 23:11:48,True,card,0e195e65-d23a-4246-abca-3199dc17775d,2023-10-23 23:16:17
2621,519,Joyce Patterson,2023-10-23 23:18:17,2023-10-23 23:18:17,False,card,3db24aa5-a0b0-44da-8a33-a9b10de59925,2023-10-23 23:18:17
1442,993,Laura Arias,2023-10-23 23:25:12,2023-10-23 23:14:01,True,card,0cf1b1ae-f502-4314-99b4-1e1e64c45df3,2023-10-23 23:25:12
83,524,Terrance Graham,2023-10-23 23:18:59,2023-10-23 23:09:10,False,card,4267bc89-3da7-47ca-a33c-3fa50372b4dd,2023-10-23 23:18:59
4586,51,Jason Stevens,2023-10-23 23:25:12,2023-10-23 23:25:12,True,card,923fa69d-49e3-4931-aeb9-d3d407137fb9,2023-10-23 23:25:12
1030,918,Veronica Barnett,2023-10-23 23:15:41,2023-10-23 23:12:38,True,card,17701b36-ec8f-4b0f-971a-d76b2bc26f2a,2023-10-23 23:15:41
4165,346,Mr. John Hood,2023-10-23 23:23:49,2023-10-23 23:23:49,False,card,0d5dd855-f6d5-4f98-8fb9-873a9728b2d6,2023-10-23 23:23:49
3653,29,Lori Ortiz,2023-10-23 23:22:00,2023-10-23 23:22:00,True,card,bc640474-7418-4cf2-8151-55e7c1ee79ec,2023-10-23 23:22:00
55,617,Beth White,2023-10-23 23:10:43,2023-10-23 23:09:03,True,card,6d9a3ff6-9a61-4ce0-8b7a-f36e6ac1fa75,2023-10-23 23:10:43
3986,,Kylie Parks,2023-10-23 23:27:50,2023-10-23 23:23:09,False,card,a45a27a9-4410-4c5c-a75c-9b59c1d3dafc,2023-10-23 23:27:50
384,137,Isaiah Rowe,2023-10-23 23:18:36,2023-10-23 23:10:14,True,card,129238f5-054f-400e-a729-7662529fb517,2023-10-23 23:18:36
3708,611,Sophia Chavez,2023-10-23 23:22:12,2023-10-23 23:22:12,False,card,ddbc1be2-cfd1-4e95-b750-79e3560c2018,2023-10-23 23:22:12
2059,,Carrie Flores,2023-10-23 23:16:12,2023-10-23 23:16:12,True,card,66cb1165-59d3-4558-bade-ce7c903d8f8f,2023-10-23 23:16:12
1419,97,Leslie Jordan,2023-10-23 23:15:51,2023-10-23 23:13:56,False,card,2e1ae9b0-9426-4938-82b4-a88b0d8413da,2023-10-23 23:15:51
341,894,Erica Freeman,2023-10-23 23:10:45,2023-10-23 23:10:05,True,card,3ba010f0-ad3e-4118-8654-68745f1acc2a,2023-10-23 23:10:45
5321,429,Anne White,2023-10-23 23:28:05,2023-10-23 23:27:53,True,card,8036fdd7-8226-48fb-af6c-b4e7a54463aa,2023-10-23 23:28:05
265,859,Sarah Flowers,2023-10-23 23:11:16,2023-10-23 23:09:50,True,card,b5a3ea1d-bc82-4539-9529-a0030d5ebee6,2023-10-23 23:11:16
149,117,Linda Snyder,2023-10-23 23:09:29,2023-10-23 23:09:23,False,card,29c82175-1463-453d-9b50-7d1e5ecf0480,2023-10-23 23:09:29
1684,404,Karen Dillon,2023-10-23 23:14:55,2023-10-23 23:14:55,False,card,bc8d05c4-0988-46b9-beea-e68695ef6623,2023-10-23 23:14:55
3810,795,Mary Blanchard,2023-10-23 23:22:32,2023-10-23 23:22:32,False,card,1e47afd4-4502-4375-ad85-dc25aa41f208,2023-10-23 23:22:32
590,352,Mary Ross,2023-10-23 23:11:25,2023-10-23 23:10:59,True,card,e3b724ad-32d7-429c-aedf-f2747bc43ec9,2023-10-23 23:11:25
413,879,Kelly Mcdaniel,2023-10-23 23:12:04,2023-10-23 23:10:20,True,card,a6e2b4e7-df39-421e-9778-cbdd93bb78c4,2023-10-23 23:12:04
793,882,Anthony Garcia,2023-10-23 23:29:44,2023-10-23 23:11:48,False,card,3015701e-24a5-439c-962f-3a0bacc4db0d,2023-10-23 23:29:44
1399,,Michael Boyle,2023-10-23 23:17:45,2023-10-23 23:13:51,True,card,af2faf1b-1019-41c4-b28e-b21c58eae778,2023-10-23 23:17:45
3232,175,Jesus Garcia,2023-10-23 23:20:29,2023-10-23 23:20:29,True,card,7a716d30-7b11-4a63-9cfa-a96cde106fe2,2023-10-23 23:20:29
2131,,Shawn Turner,2023-10-23 23:16:29,2023-10-23 23:16:29,True,card,e676c7ce-b96f-4e59-8595-94176a53d11a,2023-10-23 23:16:29
922,138,Rebecca Chen DDS,2023-10-23 23:12:17,2023-10-23 23:12:17,False,card,31bbddfb-3b9b-4a9f-b11f-6d80546231e6,2023-10-23 23:12:17
2439,947,Bonnie Young,2023-10-23 23:17:35,2023-10-23 23:17:35,False,card,2da655d5-dc3a-4817-8e32-d4d852d8f311,2023-10-23 23:17:35
3337,562,Jeremy Martinez,2023-10-23 23:20:52,2023-10-23 23:20:52,True,card,82a810c2-2d5e-46f2-a50e-dd7d88af391a,2023-10-23 23:20:52
3930,511,Melinda Pena,2023-10-23 23:27:48,2023-10-23 23:22:57,False,card,120f8514-6077-474b-87d6-8955684b2911,2023-10-23 23:27:48
991,585,Ryan Alexander,2023-10-23 23:12:31,2023-10-23 23:12:31,True,card,9a21ccea-c4e9-4c5d-8db0-88ecf450ceb5,2023-10-23 23:12:31
1089,771,Rachel Ortiz,2023-10-23 23:12:48,2023-10-23 23:12:48,False,card,95bb8b18-a695-4f97-92cb-f95e896f8084,2023-10-23 23:12:48
749,612,Michelle White,2023-10-23 23:14:11,2023-10-23 23:11:37,True,card,00680e23-a839-4176-bb34-9da0dd91ffb6,2023-10-23 23:14:11
50,644,Michelle Montoya,2023-10-23 23:16:57,2023-10-23 23:09:01,True,card,a0517fc8-be08-4965-ad62-9f4d023b31dc,2023-10-23 23:16:57
1037,660,Paul Sandoval,2023-10-23 23:15:17,2023-10-23 23:12:39,False,card,12c07655-0a8a-4190-aaf4-7edd40253e07,2023-10-23 23:15:17
